id,accuracy,precision,recall,f1
Brats18_TCIA02_368_1-92.jpg,0.00476531912388117,0.004688937338704421,0.01922237396181059,0.007382150818148259
Brats18_TCIA01_231_1-96.jpg,0.0036351042965466897,0.00365563221250923,0.019336017100060287,0.006144395134841363
Brats18_CBICA_ANZ_1-84.jpg,0.01880354634330966,0.018803941110924323,0.01910548697414646,0.018851801936353788
Brats18_CBICA_ATX_1-92.jpg,0.01854791806517775,0.01854792551362331,0.018553615058212406,0.018548828548065374
Brats18_TCIA13_654_1-100,0.018768119881865435,0.01876812001979961,0.018768225381736444,0.018768136742659647
Brats18_CBICA_AWI_1-108,0.01847034207866018,0.018470342081168073,0.018470343996839656,0.01847034238522008
Brats18_TCIA08_278_1-100,0.017935854322833216,0.017935854322878003,0.01793585435708642,0.0179358543283075
Brats18_CBICA_ALX_1-92.jpg,0.01753840923763255,0.017538409237633338,0.017538409238233486,0.01753840923772859
Brats18_TCIA10_420_1-100,0.017471926596051134,0.01747192659605115,0.017471926596061498,0.017471926596052793
Brats18_TCIA13_645_1-104,0.0018215580778991717,0.0018609780111216421,0.013538697541197471,0.003095076970761896
Brats18_TCIA10_109_1-100,0.003923877819816838,0.003946696480837431,0.01649807760062979,0.0063639767200598715
Brats18_TCIA04_361_1-92.jpg,0.003141511658248364,0.003153091330203725,0.01619012105482172,0.005277518596960954
Brats18_TCIA10_202_1-80.jpg,0.003949639076925153,0.003974027217637245,0.015722400760797926,0.006343460597509118
Brats18_TCIA12_466_1-96.jpg,0.015892167992402693,0.01589255510574733,0.01607903722548004,0.01593016515939609
Brats18_TCIA10_109_1-92.jpg,0.015746361999881293,0.0157463680485273,0.015749281831648126,0.015746955705615562
Brats18_CBICA_ASE_1-92.jpg,0.015467679073502449,0.015467679166558541,0.015467723993991168,0.01546768820743682
Brats18_TCIA09_451_1-104,0.015368249767106941,0.01536824976851688,0.015368250447720406,0.015368249905499884
Brats18_TCIA09_254_1-108,0.015105257873804252,0.015105257873825292,0.015105257883962659,0.015105257875869816
Brats18_TCIA10_299_1-72.jpg,0.01482640493605268,0.014826404936052986,0.014826404936202065,0.014826404936083053
Brats18_TCIA10_152_1-100,0.0022529189121167055,0.0022868035701795035,0.013197766868034741,0.003788431121765745
Brats18_CBICA_ATD_1-84.jpg,0.01426903971461754,0.014269523781161295,0.014425394685416367,0.014290975603326813
Brats18_TCIA03_121_1-108,0.014257848368437492,0.014257855186276137,0.0142600505511248,0.014258157324616496
Brats18_TCIA02_117_1-104,0.014025427292154224,0.01402542738684643,0.014025457878024882,0.014025431583212268
Brats18_2013_26_1-96.jpg,0.013629629140988414,0.013629629142285568,0.013629629559972944,0.013629629199770031
Brats18_TCIA10_266_1-76.jpg,0.013668136880283626,0.013668136880301156,0.01366813688594558,0.013668136881077972
Brats18_TCIA02_471_1-100,0.0015905751584037815,0.0015936824057534433,0.011796832727631046,0.002699248627802128
Brats18_CBICA_BHK_1-92.jpg,0.012937366851499465,0.012937407736333012,0.013071659714252453,0.012951954660307338
Brats18_TCIA08_205_1-96.jpg,0.01305604985810028,0.013056050389072147,0.013057793921252918,0.013056239310162723
Brats18_TCIA01_412_1-104,0.0027635391007448753,0.0027556694157596096,0.012551358478574162,0.0044490709125152746
Brats18_CBICA_AAB_1-92.jpg,0.002941099651064281,0.0028305972907556125,0.012229527443531391,0.0045962436783096965
Brats18_CBICA_AZD_1-100,0.01242022728730497,0.012418846007801113,0.012536332634710809,0.012440916587645538
Brats18_TCIA03_375_1-88.jpg,0.01241070925320404,0.012410692200370659,0.012412142652554728,0.012410964676665035
Brats18_CBICA_AQN_1-104,0.0023731488933317565,0.002404878048644522,0.011471633825619068,0.003910145772073472
Brats18_TCIA02_300_1-76.jpg,0.0012367581526639704,0.001248210929683128,0.01118605519994104,0.0022432210662488876
Brats18_TCIA02_607_1-84.jpg,0.011809944872187799,0.011810081214771359,0.011928388884655382,0.01182192657354
Brats18_2013_19_1-84.jpg,0.0018260320311760656,0.0016496581106811784,0.011869526212616013,0.002815758372278592
Brats18_TCIA08_406_1-72.jpg,0.0026447794422229773,0.0025741546382669015,0.011688534327550638,0.004217105731525086
Brats18_CBICA_AAP_1-92.jpg,0.0017194163665134184,0.0016751537650967444,0.011480407065225063,0.0029227374229031625
Brats18_TCIA02_321_1-80.jpg,0.0023206751859831073,0.0023336742593324735,0.011175913716650283,0.003860466752514091
Brats18_TCIA05_444_1-96.jpg,0.011244668947158363,0.011244815004162287,0.011344166009300691,0.01126196997599579
Brats18_TCIA08_278_1-84.jpg,0.00254469385249929,0.002463846307082283,0.011133358164359662,0.003983162162737674
Brats18_TCIA08_242_1-92.jpg,0.002684404450149565,0.0027055045059639405,0.01016179684975328,0.004272456857328865
Brats18_2013_24_1-92.jpg,0.001119154154651384,0.0011214500416232205,0.010778697082599088,0.00202771369112949
Brats18_CBICA_AQA_1-84.jpg,0.01053342728481704,0.010533451971773727,0.010637293337805725,0.010543196742198526
Brats18_TCIA01_221_1-104,0.010735949581044154,0.010735949843671353,0.01073705453905467,0.010736053511441829
Brats18_TCIA13_653_1-100,0.010564947130092862,0.010564947132857359,0.010564958761229815,0.01056494822409705
Brats18_2013_22_1-100,0.01048006021316069,0.010480060213189486,0.010480060334318366,0.010480060224556567
Brats18_TCIA10_307_1-76.jpg,0.0024100893950955854,0.0024113118959052937,0.010384554286192527,0.0038711567185868655
Brats18_TCIA03_121_1-88.jpg,0.0024083795970021088,0.002362240272193999,0.010218835076758276,0.0038369699535996333
Brats18_CBICA_BHB_1-92.jpg,0.00988315843588442,0.00988269238209848,0.009962051925578927,0.009897588641506617
Brats18_TCIA04_328_1-92.jpg,0.0011967482510255108,0.0011214486624181216,0.010026478828492053,0.0019532047737506448
